account_id,account_name,tier,arr,mrr,pricing_model,owner,csm,segment,status,created_at
ACC-551,CoreSignalCommerce Technologies 551,Growth,165431.06,13785.92,usage-based,Marcus Johnson,David Park,Mid-Market,active,2024-12-07T14:00:00
ACC-552,TrueNorthCommerce Technologies 552,Growth,66972.78,5581.06,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2023-08-31T14:00:00
ACC-553,NorthstarHealth Technologies 553,Enterprise,359519.59,29959.97,usage-based,Sarah Chen,Rachel Kim,Enterprise,active,2025-01-07T14:00:00
ACC-554,BluePeakHealth Technologies 554,Enterprise,371972.09,30997.67,usage-based,Ana Rodriguez,David Park,Enterprise,active,2023-07-28T14:00:00
ACC-555,ClearPathHealth Technologies 555,Growth,163876.01,13656.33,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2024-01-12T14:00:00
ACC-556,EvergreenHealth Technologies 556,Enterprise,462698.9,38558.24,usage-based,Marcus Johnson,Tom Bradley,Enterprise,active,2025-04-23T14:00:00
ACC-557,SilverlineHealth Technologies 557,Enterprise,448804.31,37400.36,usage-based,Marcus Johnson,Rachel Kim,Enterprise,active,2023-10-25T14:00:00
ACC-558,KeystoneHealth Technologies 558,Growth,178333.68,14861.14,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2025-01-31T14:00:00
ACC-559,SummitHealth Technologies 559,Enterprise,313944.45,26162.04,usage-based,Ana Rodriguez,Tom Bradley,Enterprise,active,2023-11-18T14:00:00
ACC-560,RiverbendHealth Technologies 560,Starter,9414.76,784.56,hybrid,Ana Rodriguez,Lisa Chang,SMB,active,2024-03-17T14:00:00
ACC-561,IroncladHealth Technologies 561,Enterprise,595035.36,49586.28,usage-based,Marcus Johnson,Tom Bradley,Enterprise,active,2025-04-23T14:00:00
ACC-562,BrightForgeHealth Technologies 562,Growth,104046.7,8670.56,usage-based,Sarah Chen,Rachel Kim,Mid-Market,active,2025-01-26T14:00:00
ACC-563,CoreSignalHealth Technologies 563,Growth,84176.4,7014.7,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2023-05-30T14:00:00
ACC-564,TrueNorthHealth Technologies 564,Growth,118213.74,9851.15,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2023-03-15T14:00:00
ACC-565,NorthstarLogistics Technologies 565,Growth,78835.8,6569.65,usage-based,Sarah Chen,David Park,Mid-Market,active,2024-06-01T14:00:00
ACC-566,BluePeakLogistics Technologies 566,Growth,148240.67,12353.39,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2023-06-06T14:00:00
ACC-567,ClearPathLogistics Technologies 567,Growth,143946.93,11995.58,usage-based,Ana Rodriguez,Mike Rivera,Mid-Market,active,2025-01-08T14:00:00
ACC-568,EvergreenLogistics Technologies 568,Starter,34713.5,2892.79,usage-based,Priya Patel,Lisa Chang,SMB,active,2023-06-08T14:00:00
ACC-569,SilverlineLogistics Technologies 569,Starter,16489.03,1374.09,hybrid,Marcus Johnson,Rachel Kim,SMB,active,2024-01-11T14:00:00
ACC-570,KeystoneLogistics Technologies 570,Enterprise,496200.99,41350.08,usage-based,James Wilson,Rachel Kim,Enterprise,active,2024-02-19T14:00:00
ACC-571,SummitLogistics Technologies 571,Growth,183438.56,15286.55,usage-based,Sarah Chen,Rachel Kim,Mid-Market,active,2023-12-16T14:00:00
ACC-572,RiverbendLogistics Technologies 572,Growth,165657.24,13804.77,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2024-01-13T14:00:00
ACC-573,IroncladLogistics Technologies 573,Growth,42440.21,3536.68,usage-based,Sarah Chen,Rachel Kim,Mid-Market,active,2023-08-15T14:00:00
ACC-574,BrightForgeLogistics Technologies 574,Growth,105763.65,8813.64,usage-based,Sarah Chen,David Park,Mid-Market,active,2024-04-14T14:00:00
ACC-575,CoreSignalLogistics Technologies 575,Enterprise,394821.55,32901.8,usage-based,Marcus Johnson,Rachel Kim,Enterprise,active,2024-08-25T14:00:00
ACC-576,TrueNorthLogistics Technologies 576,Growth,92479.57,7706.63,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2025-01-13T14:00:00
ACC-577,NorthstarAnalytics Software 577,Growth,128390.15,10699.18,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2025-04-09T14:00:00
ACC-578,BluePeakAnalytics Software 578,Enterprise,571944.88,47662.07,usage-based,James Wilson,Mike Rivera,Enterprise,active,2025-01-19T14:00:00
ACC-579,ClearPathAnalytics Software 579,Starter,13371.44,1114.29,hybrid,Sarah Chen,Rachel Kim,SMB,active,2024-10-31T14:00:00
ACC-580,EvergreenAnalytics Software 580,Starter,38919.85,3243.32,hybrid,Marcus Johnson,Tom Bradley,SMB,active,2025-02-20T14:00:00
ACC-581,SilverlineAnalytics Software 581,Growth,86569.29,7214.11,usage-based,Priya Patel,Lisa Chang,Mid-Market,active,2025-04-03T14:00:00
ACC-582,KeystoneAnalytics Software 582,Growth,96380.65,8031.72,usage-based,Marcus Johnson,Rachel Kim,Mid-Market,active,2023-07-25T14:00:00
ACC-583,SummitAnalytics Software 583,Enterprise,227591.84,18965.99,usage-based,Marcus Johnson,Rachel Kim,Enterprise,active,2025-03-08T14:00:00
ACC-584,RiverbendAnalytics Software 584,Enterprise,293095.43,24424.62,usage-based,James Wilson,Mike Rivera,Enterprise,churned,2025-05-18T14:00:00
ACC-585,IroncladAnalytics Software 585,Growth,187445.41,15620.45,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2024-01-23T14:00:00
ACC-586,BrightForgeAnalytics Software 586,Enterprise,371534.96,30961.25,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2024-07-10T14:00:00
ACC-587,CoreSignalAnalytics Software 587,Growth,95267.45,7938.95,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2023-08-09T14:00:00
ACC-588,TrueNorthAnalytics Software 588,Starter,12857.0,1071.42,usage-based,Ana Rodriguez,Lisa Chang,SMB,active,2024-03-02T14:00:00
ACC-589,NorthstarCloud Software 589,Growth,79923.87,6660.32,usage-based,Marcus Johnson,Rachel Kim,Mid-Market,active,2023-09-04T14:00:00
ACC-590,BluePeakCloud Software 590,Enterprise,609981.26,50831.77,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2025-01-03T14:00:00
ACC-591,ClearPathCloud Software 591,Growth,146944.16,12245.35,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2024-03-13T14:00:00
ACC-592,EvergreenCloud Software 592,Growth,66889.77,5574.15,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2024-09-14T14:00:00
ACC-593,SilverlineCloud Software 593,Enterprise,480003.93,40000.33,usage-based,Ana Rodriguez,Tom Bradley,Enterprise,active,2023-03-21T14:00:00
ACC-594,KeystoneCloud Software 594,Starter,8912.03,742.67,hybrid,Marcus Johnson,David Park,SMB,active,2023-09-13T14:00:00
ACC-595,SummitCloud Software 595,Growth,175116.17,14593.01,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2023-03-16T14:00:00
ACC-596,RiverbendCloud Software 596,Starter,40458.83,3371.57,hybrid,James Wilson,Mike Rivera,SMB,active,2024-09-22T14:00:00
ACC-597,IroncladCloud Software 597,Growth,147719.5,12309.96,usage-based,Ana Rodriguez,Mike Rivera,Mid-Market,active,2024-05-22T14:00:00
ACC-598,BrightForgeCloud Software 598,Starter,12487.42,1040.62,hybrid,Priya Patel,David Park,SMB,active,2023-06-27T14:00:00
ACC-599,CoreSignalCloud Software 599,Enterprise,415507.31,34625.61,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2023-10-03T14:00:00
ACC-600,TrueNorthCloud Software 600,Enterprise,311092.64,25924.39,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2023-03-10T14:00:00
ACC-601,NorthstarData Software 601,Growth,92994.83,7749.57,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2024-03-19T14:00:00
ACC-602,BluePeakData Software 602,Growth,56672.15,4722.68,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2023-09-04T14:00:00
ACC-603,ClearPathData Software 603,Enterprise,221798.54,18483.21,usage-based,Sarah Chen,David Park,Enterprise,active,2024-10-30T14:00:00
ACC-604,EvergreenData Software 604,Starter,13282.82,1106.9,hybrid,James Wilson,David Park,SMB,active,2023-08-16T14:00:00
ACC-605,SilverlineData Software 605,Growth,157671.44,13139.29,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2023-06-11T14:00:00
ACC-606,KeystoneData Software 606,Growth,211710.18,17642.51,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2024-09-18T14:00:00
ACC-607,SummitData Software 607,Enterprise,397241.79,33103.48,usage-based,James Wilson,David Park,Enterprise,active,2023-09-11T14:00:00
ACC-608,RiverbendData Software 608,Enterprise,513039.79,42753.32,usage-based,Marcus Johnson,Mike Rivera,Enterprise,active,2025-05-14T14:00:00
ACC-609,IroncladData Software 609,Starter,31850.99,2654.25,usage-based,James Wilson,Tom Bradley,SMB,active,2023-12-08T14:00:00
ACC-610,BrightForgeData Software 610,Growth,188406.22,15700.52,usage-based,Priya Patel,Lisa Chang,Mid-Market,active,2024-05-11T14:00:00
ACC-611,CoreSignalData Software 611,Enterprise,570561.99,47546.83,usage-based,Priya Patel,Mike Rivera,Enterprise,active,2023-03-29T14:00:00
ACC-612,TrueNorthData Software 612,Starter,19390.37,1615.86,hybrid,Priya Patel,David Park,SMB,active,2025-03-22T14:00:00
ACC-613,NorthstarMetrics Software 613,Enterprise,667525.29,55627.11,usage-based,Sarah Chen,Rachel Kim,Enterprise,active,2024-02-15T14:00:00
ACC-614,BluePeakMetrics Software 614,Growth,51868.16,4322.35,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2024-05-15T14:00:00
ACC-615,ClearPathMetrics Software 615,Enterprise,566664.48,47222.04,usage-based,Ana Rodriguez,Mike Rivera,Enterprise,active,2024-10-05T14:00:00
ACC-616,EvergreenMetrics Software 616,Growth,42457.19,3538.1,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2025-04-09T14:00:00
ACC-617,SilverlineMetrics Software 617,Growth,110170.35,9180.86,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2025-04-20T14:00:00
ACC-618,KeystoneMetrics Software 618,Growth,204682.69,17056.89,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2024-07-01T14:00:00
ACC-619,SummitMetrics Software 619,Enterprise,637927.38,53160.61,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2023-02-01T14:00:00
ACC-620,RiverbendMetrics Software 620,Enterprise,366404.08,30533.67,usage-based,Ana Rodriguez,Mike Rivera,Enterprise,active,2024-11-24T14:00:00
ACC-621,IroncladMetrics Software 621,Enterprise,437887.07,36490.59,usage-based,Sarah Chen,Rachel Kim,Enterprise,active,2025-03-17T14:00:00
ACC-622,BrightForgeMetrics Software 622,Starter,37445.1,3120.42,hybrid,Priya Patel,Mike Rivera,SMB,active,2023-11-07T14:00:00
ACC-623,CoreSignalMetrics Software 623,Growth,107667.65,8972.3,usage-based,Priya Patel,David Park,Mid-Market,active,2023-03-15T14:00:00
ACC-624,TrueNorthMetrics Software 624,Growth,152843.72,12736.98,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2023-09-29T14:00:00
ACC-625,NorthstarOps Software 625,Starter,41924.76,3493.73,usage-based,Ana Rodriguez,Lisa Chang,SMB,active,2024-12-23T14:00:00
ACC-626,BluePeakOps Software 626,Enterprise,385018.05,32084.84,usage-based,Marcus Johnson,David Park,Enterprise,active,2024-06-06T14:00:00
ACC-627,ClearPathOps Software 627,Growth,165436.02,13786.33,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2025-05-25T14:00:00
ACC-628,EvergreenOps Software 628,Starter,20793.34,1732.78,hybrid,Sarah Chen,Lisa Chang,SMB,active,2023-12-01T14:00:00
ACC-629,SilverlineOps Software 629,Starter,22273.74,1856.15,usage-based,Marcus Johnson,Tom Bradley,SMB,active,2025-02-20T14:00:00
ACC-630,KeystoneOps Software 630,Enterprise,295736.29,24644.69,usage-based,Ana Rodriguez,Rachel Kim,Enterprise,active,2023-06-09T14:00:00
ACC-631,SummitOps Software 631,Starter,23587.57,1965.63,usage-based,Ana Rodriguez,Mike Rivera,SMB,active,2023-12-26T14:00:00
ACC-632,RiverbendOps Software 632,Enterprise,589981.45,49165.12,usage-based,Sarah Chen,David Park,Enterprise,active,2023-10-23T14:00:00
ACC-633,IroncladOps Software 633,Enterprise,511221.96,42601.83,usage-based,Marcus Johnson,Lisa Chang,Enterprise,active,2024-08-01T14:00:00
ACC-634,BrightForgeOps Software 634,Enterprise,337504.46,28125.37,usage-based,James Wilson,Tom Bradley,Enterprise,active,2024-07-05T14:00:00
ACC-635,CoreSignalOps Software 635,Growth,83582.8,6965.23,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2023-03-20T14:00:00
ACC-636,TrueNorthOps Software 636,Growth,61397.16,5116.43,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2024-02-21T14:00:00
ACC-637,NorthstarRevenue Software 637,Growth,114359.23,9529.94,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,churned,2023-03-30T14:00:00
ACC-638,BluePeakRevenue Software 638,Enterprise,334153.86,27846.15,usage-based,Priya Patel,Mike Rivera,Enterprise,active,2025-02-23T14:00:00
ACC-639,ClearPathRevenue Software 639,Enterprise,523027.42,43585.62,usage-based,Ana Rodriguez,Mike Rivera,Enterprise,active,2024-10-18T14:00:00
ACC-640,EvergreenRevenue Software 640,Starter,19144.98,1595.41,usage-based,Marcus Johnson,Tom Bradley,SMB,active,2024-04-16T14:00:00
ACC-641,SilverlineRevenue Software 641,Growth,162538.64,13544.89,usage-based,Priya Patel,Lisa Chang,Mid-Market,active,2025-04-25T14:00:00
ACC-642,KeystoneRevenue Software 642,Starter,37056.44,3088.04,usage-based,Sarah Chen,Rachel Kim,SMB,active,2025-02-11T14:00:00
ACC-643,SummitRevenue Software 643,Starter,12752.96,1062.75,usage-based,Sarah Chen,Lisa Chang,SMB,active,2025-01-13T14:00:00
ACC-644,RiverbendRevenue Software 644,Enterprise,380290.9,31690.91,usage-based,Sarah Chen,David Park,Enterprise,active,2023-10-04T14:00:00
ACC-645,IroncladRevenue Software 645,Enterprise,586373.55,48864.46,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2024-11-05T14:00:00
ACC-646,BrightForgeRevenue Software 646,Starter,23076.67,1923.06,usage-based,Sarah Chen,Tom Bradley,SMB,active,2025-01-21T14:00:00
ACC-647,CoreSignalRevenue Software 647,Growth,124057.1,10338.09,usage-based,Marcus Johnson,David Park,Mid-Market,active,2024-03-09T14:00:00
ACC-648,TrueNorthRevenue Software 648,Starter,21429.96,1785.83,usage-based,James Wilson,Rachel Kim,SMB,active,2024-12-01T14:00:00
ACC-649,NorthstarWorkflow Software 649,Growth,203678.15,16973.18,usage-based,Priya Patel,Tom Bradley,Mid-Market,active,2024-02-25T14:00:00
ACC-650,BluePeakWorkflow Software 650,Starter,9178.08,764.84,usage-based,Priya Patel,Rachel Kim,SMB,active,2024-03-31T14:00:00
ACC-651,ClearPathWorkflow Software 651,Starter,24287.05,2023.92,usage-based,Priya Patel,Rachel Kim,SMB,active,2025-01-06T14:00:00
ACC-652,EvergreenWorkflow Software 652,Enterprise,501326.26,41777.19,usage-based,Ana Rodriguez,Lisa Chang,Enterprise,active,2023-08-20T14:00:00
ACC-653,SilverlineWorkflow Software 653,Starter,26484.33,2207.03,usage-based,James Wilson,Tom Bradley,SMB,active,2024-01-21T14:00:00
ACC-654,KeystoneWorkflow Software 654,Growth,128272.95,10689.41,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2024-07-01T14:00:00
ACC-655,SummitWorkflow Software 655,Growth,74007.23,6167.27,usage-based,Priya Patel,David Park,Mid-Market,active,2024-10-14T14:00:00
ACC-656,RiverbendWorkflow Software 656,Enterprise,585344.68,48778.72,usage-based,Priya Patel,Mike Rivera,Enterprise,active,2023-02-18T14:00:00
ACC-657,IroncladWorkflow Software 657,Starter,26000.7,2166.72,usage-based,Marcus Johnson,Mike Rivera,SMB,active,2024-09-15T14:00:00
ACC-658,BrightForgeWorkflow Software 658,Growth,89441.81,7453.48,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2023-10-15T14:00:00
ACC-659,CoreSignalWorkflow Software 659,Starter,35111.28,2925.94,hybrid,Marcus Johnson,Lisa Chang,SMB,active,2024-09-26T14:00:00
ACC-660,TrueNorthWorkflow Software 660,Growth,185505.42,15458.79,usage-based,Priya Patel,David Park,Mid-Market,active,2025-04-28T14:00:00
ACC-661,NorthstarAutomation Software 661,Growth,104599.42,8716.62,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2025-01-01T14:00:00
ACC-662,BluePeakAutomation Software 662,Growth,75505.59,6292.13,usage-based,James Wilson,David Park,Mid-Market,active,2024-07-14T14:00:00
ACC-663,ClearPathAutomation Software 663,Enterprise,198981.87,16581.82,usage-based,Sarah Chen,Lisa Chang,Enterprise,active,2023-09-18T14:00:00
ACC-664,EvergreenAutomation Software 664,Enterprise,443224.26,36935.36,usage-based,Sarah Chen,Tom Bradley,Enterprise,active,2023-09-06T14:00:00
ACC-665,SilverlineAutomation Software 665,Enterprise,245244.77,20437.06,usage-based,Marcus Johnson,Tom Bradley,Enterprise,active,2025-03-27T14:00:00
ACC-666,KeystoneAutomation Software 666,Growth,146416.43,12201.37,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2023-12-05T14:00:00
ACC-667,SummitAutomation Software 667,Growth,212979.46,17748.29,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2023-10-04T14:00:00
ACC-668,RiverbendAutomation Software 668,Enterprise,330882.58,27573.55,usage-based,Marcus Johnson,Lisa Chang,Enterprise,active,2023-05-08T14:00:00
ACC-669,IroncladAutomation Software 669,Starter,34922.65,2910.22,hybrid,Priya Patel,Lisa Chang,SMB,active,2023-06-02T14:00:00
ACC-670,BrightForgeAutomation Software 670,Starter,31581.05,2631.75,hybrid,Marcus Johnson,David Park,SMB,active,2023-02-12T14:00:00
ACC-671,CoreSignalAutomation Software 671,Enterprise,333411.61,27784.3,usage-based,Priya Patel,Lisa Chang,Enterprise,active,2024-11-26T14:00:00
ACC-672,TrueNorthAutomation Software 672,Growth,210884.28,17573.69,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2023-03-29T14:00:00
ACC-673,NorthstarSecurity Software 673,Starter,9101.01,758.42,hybrid,Ana Rodriguez,Lisa Chang,SMB,active,2023-08-11T14:00:00
ACC-674,BluePeakSecurity Software 674,Growth,208730.43,17394.2,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2023-04-24T14:00:00
ACC-675,ClearPathSecurity Software 675,Enterprise,353405.06,29450.42,usage-based,Priya Patel,Lisa Chang,Enterprise,active,2023-08-14T14:00:00
ACC-676,EvergreenSecurity Software 676,Starter,11016.68,918.06,hybrid,James Wilson,Mike Rivera,SMB,active,2024-08-28T14:00:00
ACC-677,SilverlineSecurity Software 677,Enterprise,526588.04,43882.34,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2023-03-13T14:00:00
ACC-678,KeystoneSecurity Software 678,Enterprise,180640.58,15053.38,usage-based,James Wilson,Rachel Kim,Enterprise,active,2023-05-07T14:00:00
ACC-679,SummitSecurity Software 679,Growth,71608.24,5967.35,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2024-05-04T14:00:00
ACC-680,RiverbendSecurity Software 680,Growth,108811.87,9067.66,usage-based,James Wilson,David Park,Mid-Market,active,2023-07-30T14:00:00
ACC-681,IroncladSecurity Software 681,Growth,82153.73,6846.14,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2023-02-28T14:00:00
ACC-682,BrightForgeSecurity Software 682,Starter,18026.89,1502.24,hybrid,Priya Patel,Mike Rivera,SMB,active,2025-03-12T14:00:00
ACC-683,CoreSignalSecurity Software 683,Enterprise,623965.63,51997.14,usage-based,Marcus Johnson,Mike Rivera,Enterprise,active,2023-11-13T14:00:00
ACC-684,TrueNorthSecurity Software 684,Starter,41253.41,3437.78,hybrid,Ana Rodriguez,David Park,SMB,active,2024-01-18T14:00:00
ACC-685,NorthstarCommerce Software 685,Starter,22664.99,1888.75,usage-based,Ana Rodriguez,Rachel Kim,SMB,active,2024-12-17T14:00:00
ACC-686,BluePeakCommerce Software 686,Enterprise,345547.29,28795.61,usage-based,Marcus Johnson,Rachel Kim,Enterprise,active,2023-06-13T14:00:00
ACC-687,ClearPathCommerce Software 687,Growth,206752.1,17229.34,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2023-07-20T14:00:00
ACC-688,EvergreenCommerce Software 688,Growth,84283.59,7023.63,usage-based,Sarah Chen,Rachel Kim,Mid-Market,active,2023-10-19T14:00:00
ACC-689,SilverlineCommerce Software 689,Growth,129388.79,10782.4,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2025-05-23T14:00:00
ACC-690,KeystoneCommerce Software 690,Growth,94429.8,7869.15,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,churned,2024-11-03T14:00:00
ACC-691,SummitCommerce Software 691,Enterprise,283476.49,23623.04,usage-based,Priya Patel,Mike Rivera,Enterprise,active,2024-01-28T14:00:00
ACC-692,RiverbendCommerce Software 692,Starter,18484.02,1540.34,hybrid,James Wilson,Rachel Kim,SMB,active,2023-07-20T14:00:00
ACC-693,IroncladCommerce Software 693,Enterprise,500933.19,41744.43,usage-based,James Wilson,Lisa Chang,Enterprise,active,2024-05-12T14:00:00
ACC-694,BrightForgeCommerce Software 694,Starter,20559.66,1713.31,hybrid,Sarah Chen,Tom Bradley,SMB,active,2024-03-02T14:00:00
ACC-695,CoreSignalCommerce Software 695,Growth,82271.13,6855.93,usage-based,Priya Patel,David Park,Mid-Market,active,2025-03-24T14:00:00
ACC-696,TrueNorthCommerce Software 696,Enterprise,528235.48,44019.62,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2023-07-12T14:00:00
ACC-697,NorthstarHealth Software 697,Growth,138377.92,11531.49,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2023-11-07T14:00:00
ACC-698,BluePeakHealth Software 698,Enterprise,373553.05,31129.42,usage-based,Ana Rodriguez,Rachel Kim,Enterprise,active,2023-11-25T14:00:00
ACC-699,ClearPathHealth Software 699,Growth,208672.34,17389.36,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2024-01-25T14:00:00
ACC-700,EvergreenHealth Software 700,Growth,112275.18,9356.26,usage-based,Sarah Chen,David Park,Mid-Market,active,2023-10-20T14:00:00
ACC-701,SilverlineHealth Software 701,Starter,35215.31,2934.61,usage-based,Sarah Chen,Rachel Kim,SMB,active,2024-11-30T14:00:00
ACC-702,KeystoneHealth Software 702,Starter,13683.6,1140.3,usage-based,Marcus Johnson,Lisa Chang,SMB,active,2025-04-13T14:00:00
ACC-703,SummitHealth Software 703,Growth,217913.83,18159.49,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2023-02-04T14:00:00
ACC-704,RiverbendHealth Software 704,Enterprise,597054.06,49754.51,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2023-05-13T14:00:00
ACC-705,IroncladHealth Software 705,Starter,10278.41,856.53,hybrid,Ana Rodriguez,Rachel Kim,SMB,active,2023-11-08T14:00:00
ACC-706,BrightForgeHealth Software 706,Growth,91163.75,7596.98,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2023-03-13T14:00:00
ACC-707,CoreSignalHealth Software 707,Growth,146588.54,12215.71,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2024-03-28T14:00:00
ACC-708,TrueNorthHealth Software 708,Enterprise,463296.96,38608.08,usage-based,Ana Rodriguez,Mike Rivera,Enterprise,active,2025-02-07T14:00:00
ACC-709,NorthstarLogistics Software 709,Growth,59976.3,4998.03,usage-based,Priya Patel,David Park,Mid-Market,active,2024-06-08T14:00:00
ACC-710,BluePeakLogistics Software 710,Starter,16980.65,1415.05,hybrid,Ana Rodriguez,David Park,SMB,active,2024-01-28T14:00:00
ACC-711,ClearPathLogistics Software 711,Enterprise,317707.07,26475.59,usage-based,Marcus Johnson,David Park,Enterprise,active,2023-09-11T14:00:00
ACC-712,EvergreenLogistics Software 712,Growth,113506.14,9458.84,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2023-06-19T14:00:00
ACC-713,SilverlineLogistics Software 713,Enterprise,552874.91,46072.91,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2025-05-06T14:00:00
ACC-714,KeystoneLogistics Software 714,Enterprise,576826.03,48068.84,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2024-01-09T14:00:00
ACC-715,SummitLogistics Software 715,Starter,31284.97,2607.08,usage-based,Marcus Johnson,Tom Bradley,SMB,active,2023-04-26T14:00:00
ACC-716,RiverbendLogistics Software 716,Growth,188996.55,15749.71,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2023-09-15T14:00:00
ACC-717,IroncladLogistics Software 717,Growth,75452.55,6287.71,usage-based,Marcus Johnson,Rachel Kim,Mid-Market,active,2023-04-29T14:00:00
ACC-718,BrightForgeLogistics Software 718,Growth,133937.25,11161.44,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2023-12-16T14:00:00
ACC-719,CoreSignalLogistics Software 719,Starter,10230.98,852.58,hybrid,Marcus Johnson,David Park,SMB,active,2023-10-22T14:00:00
ACC-720,TrueNorthLogistics Software 720,Enterprise,276381.72,23031.81,usage-based,Marcus Johnson,Mike Rivera,Enterprise,active,2024-09-13T14:00:00
ACC-721,NorthstarAnalytics AI 721,Enterprise,205279.64,17106.64,usage-based,Priya Patel,Lisa Chang,Enterprise,active,2024-08-19T14:00:00
ACC-722,BluePeakAnalytics AI 722,Growth,124630.89,10385.91,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2023-06-29T14:00:00
ACC-723,ClearPathAnalytics AI 723,Growth,108299.08,9024.92,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2024-11-26T14:00:00
ACC-724,EvergreenAnalytics AI 724,Starter,24135.8,2011.32,hybrid,Priya Patel,Lisa Chang,SMB,active,2024-09-04T14:00:00
ACC-725,SilverlineAnalytics AI 725,Growth,164615.4,13717.95,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2024-04-26T14:00:00
ACC-726,KeystoneAnalytics AI 726,Enterprise,606910.66,50575.89,usage-based,Marcus Johnson,Lisa Chang,Enterprise,active,2023-08-03T14:00:00
ACC-727,SummitAnalytics AI 727,Enterprise,283365.49,23613.79,usage-based,James Wilson,David Park,Enterprise,active,2025-05-06T14:00:00
ACC-728,RiverbendAnalytics AI 728,Starter,40882.7,3406.89,usage-based,James Wilson,Lisa Chang,SMB,active,2023-08-03T14:00:00
ACC-729,IroncladAnalytics AI 729,Enterprise,580432.4,48369.37,usage-based,Marcus Johnson,Tom Bradley,Enterprise,active,2023-09-12T14:00:00
ACC-730,BrightForgeAnalytics AI 730,Starter,18385.63,1532.14,hybrid,James Wilson,Rachel Kim,SMB,active,2024-06-03T14:00:00
ACC-731,CoreSignalAnalytics AI 731,Growth,80841.21,6736.77,usage-based,Priya Patel,David Park,Mid-Market,active,2023-02-02T14:00:00
ACC-732,TrueNorthAnalytics AI 732,Growth,146038.71,12169.89,usage-based,Sarah Chen,David Park,Mid-Market,active,2023-07-18T14:00:00
ACC-733,NorthstarCloud AI 733,Starter,36538.87,3044.91,hybrid,Priya Patel,Mike Rivera,SMB,active,2024-01-19T14:00:00
ACC-734,BluePeakCloud AI 734,Enterprise,674180.48,56181.71,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2024-09-01T14:00:00
